,shapeGroup,shapeName,Precipitation,Temperature,Viirs_Average,Viirs_Cloud_Coverage_Count,Viirs_Cloud_Coverage_Sum,PM2.5AirPollution,OzoneAirPollution,Population,supprimer,Year
1,GNB,Bafatá,129.88874564376135,27.50396381833823,0.000240993144586,28729.609375,28655.7382812,31.7368247751,53.9567172796,215450.484375,7185.95996094,2012
2,GNB,Biombo,126.075,27.441666666666663,0.0124176181112,4124.53027344,4104.99023438,27.3834120994,51.24035288,120788.75,962.720031738,2012
3,GNB,Bolama,186.44236185277543,26.537627707389586,0.0,6588.20996094,6354.80029297,28.601317768,51.7211260805,28804.7207031,1674.62011719,2012
4,GNB,Cacheu,125.79028658434906,27.44721174905901,0.000168680603323,24863.1408691,24800.880127,28.6373609178,49.9629954542,197589.859375,5920.04980469,2012
5,GNB,Gabu,121.6404963719754,27.254333944433284,0.000117773367589,43623.2373047,43534.1479492,35.8821906217,55.0531716696,220405.0625,10926.0996094,2012
6,GNB,Oio,129.8482964424843,27.54755623822532,3.85073164122e-05,27219.0585938,27163.9609375,30.2804847021,51.3436871574,228222.5,6590.5703125,2012
7,GNB,Quinara,186.3388886879474,27.326767475930463,0.0,15505.0791016,15454.0898438,27.800685511,53.3362886824,59999.6171875,3545.59008789,2012
8,GNB,Tombali,191.85446755145537,27.386734307498045,0.000286076265184,17728.8398438,17674.9199219,27.9343029243,54.5995925626,94057.4296875,4277.45996094,2012
0,LBR,Bomi,236.363372021,25.6061046523,0.00146589015197,9028.86035156,8992.41113281,23.6337569266,54.1770411105,87312.484375,2266.4699707,2012
1,LBR,Bong,166.211968957,25.6056129933,0.00190481264893,41117.24086,41027.2099304,17.6672015241,55.9856092334,350610.65625,10301.7304688,2012
2,LBR,Gbarpolu,175.06254408,25.4261482286,6.64832266229e-05,46506.1293359,46420.9919141,25.5558195199,56.3881587583,92498.1171875,11647.7792969,2012
3,LBR,Grand Bassa,214.417522882,25.9119246738,0.00674416660434,37026.3112793,36940.5283203,15.984735917,54.3320133017,231449.59375,9276.49023438,2012
4,LBR,Grand Cape Mount,218.960104465,25.7520092359,0.000100803492139,22337.7499962,22275.1886063,23.6469326642,55.3038158126,143384.46875,5598.35986328,2012
5,LBR,Grand Gedeh,151.506958368,26.296506892,0.00102892700785,50590.9820557,50493.9277954,23.0471691869,55.2796089398,140556.203125,12672.2402344,2012
6,LBR,Grand Kru,202.250858499,25.2616167656,0.0,18132.5195312,18088.46875,20.2057195619,53.1399377482,56945.4648438,4543.80029297,2012
7,LBR,Lofa,193.629603324,24.5482713581,0.000517604120331,46739.4282227,46639.9689941,22.647048641,60.0695979649,300562.03125,11709.4003906,2012
8,LBR,Margibi,213.634476056,26.232093494,0.0389795528743,12089.640625,12036.0800781,17.3090868003,54.1271138373,233530.015625,3035.7199707,2012
9,LBR,Maryland,191.337486588,25.1405297433,0.00226294862302,10707.5800781,10665.0400391,16.6095963945,53.1809767156,146724.4375,2687.77978516,2012
10,LBR,Montserrado,223.297715223,26.0050940859,0.150232350002,8797.63085938,8744.80957031,17.8523007994,53.7955022817,1100892.5,2211.95996094,2012
11,LBR,Nimba,152.887556953,25.6604180648,0.0017935997329,53945.1479568,53842.318058,19.2602356788,57.2109981606,488560.09375,13511.9199219,2012
12,LBR,River Gee,182.377796772,25.5555520023,0.000170975531882,23811.3007812,23749.9902344,17.9920858106,54.1149786342,73559.5390625,5967.86962891,2012
13,LBR,Rivercess,203.35893236,25.8634173774,0.0,26086.8789062,26022.6699219,12.7921276871,53.6729943154,78449.234375,6537.79052734,2012
14,LBR,Sinoe,227.547263517,25.5258604531,0.000401335666281,45472.8093262,45403.1600342,18.4609153141,53.0976338255,109051.9375,11385.8398438,2012
0,SLE,Southern,198.981293589,26.3857150638,0.00147473171354,95473.1290894,95291.2891541,20.1322575641,56.8812867092,1301711.625,23902.2480469,2012
1,SLE,Eastern,175.632507484,25.6107115059,0.00413314413817,74258.9509277,74137.6126709,21.4569809354,58.1338907916,1325076.875,18595.21875,2012
2,SLE,Western Area,201.75,26.7083333333,0.270284764495,3275.56005859,3247.8203125,24.0862135412,58.149435531,1071919.25,825.33996582,2012
3,SLE,Northern,176.444179945,26.3690919767,0.00392478097166,171057.810059,170863.036621,22.97867351,59.0216315355,1993349.46875,42796.2685547,2012
0,BEN,Alibori,94.34614944005682,28.66467838442617,0.00134162024414,126223.022202,126117.910782,30.0314535015,58.0932923501,829144.1875,31581.7382812,2012
1,BEN,Borgou,113.3927694075895,26.981347744410808,0.00845091083621,123690.443886,123579.085693,29.9139314621,71.1778052528,1155924.81348,30949.8393841,2012
2,BEN,Atakora,99.4059697993638,28.044373215692527,0.00412420118272,99567.0976562,99463.8994141,29.6642290677,63.233167377,813741.0625,24917.6191406,2012
3,BEN,Donga,111.92918662632226,26.72205146679365,0.0067533220825,51530.2109375,51461.6601562,31.5689777533,75.0686102698,518677.09375,12900.7998047,2012
4,BEN,Collines,93.19337046339643,27.10508812987478,0.00413131071754,66975.7133789,66901.7185059,28.823494659,77.0188386753,697355.125,16761.6796875,2012
5,BEN,Plateau,101.63996115829896,27.33495296748056,0.0146307409114,14658.9199219,14614.7001953,22.9556817882,75.0931758139,571426.5,3675.25976562,2012
6,BEN,Zou,95.24817786278254,27.587947756935723,0.0332863892228,24505.7402344,24465.8007812,23.8979390311,75.0880522037,825888.625,6136.90039062,2012
7,BEN,Kouffo,94.16697170558756,27.591663407946893,0.0148620814965,10071.4101562,10034.7597656,23.8512092235,74.1457175125,604052.8125,2527.0,2012
8,BEN,Atlantique,97.89791667871012,27.549404761716016,0.213902667933,14682.4101562,14651.6904297,22.0138869291,72.676158176,1175291.25,3563.2800293,2012
9,BEN,Littoral,,,10.5506402744,344.020019531,337.679992676,19.9015005782,71.8601368045,763033.25,87.5699996948,2012
10,BEN,Mono,85.26963275060731,27.74731638445904,0.070300652663,9094.12011719,9057.91992188,21.9821629366,72.5233874255,589499.9375,2219.43994141,2012
11,BEN,Ouémé,105.92083322545514,27.42430555723711,0.474066320498,6282.25,6256.91992188,23.590952885,73.1708537854,1027137.5,1531.52001953,2012
0,BFA,Centre,83.1283165882,28.7349047769,0.956348062172,13779.5595703,13734.6103516,27.8039189449,50.9480412505,2520504.5,3456.08007812,2012
1,BFA,Boucle du Mouhoun,80.4344954328,28.4172208172,0.00487365797861,165693.285156,165510.396362,28.0223931085,50.5273416085,1635471.21484,41458.2108154,2012
2,BFA,Cascades,105.283003465,27.5403786176,0.00512871340791,88442.5957031,88317.2412109,25.4189417524,60.7933253083,723478.5625,22141.8398438,2012
3,BFA,Centre-Est,83.0947532898,28.819795497,0.0106420871519,70294.0722656,70176.4904785,25.7506322904,55.27559069,1350937.625,17552.0605469,2012
4,BFA,Centre-Nord,68.0297213879,28.9375777654,0.00731317956423,94611.5498047,94502.6884766,31.9026548121,50.0677339844,1406673.875,23678.2011719,2012
5,BFA,Centre-Ouest,82.8333759876,28.2786507193,0.00978592611573,104415.443558,104272.144073,28.2700711323,53.4879903319,1397963.75,26139.640625,2012
6,BFA,Centre-Sud,86.6186229821,28.4674541713,0.00462330737222,55060.940918,54961.090332,26.9465151874,55.1443900552,728655.5,13727.9296875,2012
7,BFA,Est,74.2955050676,28.9910994898,0.00232080382674,223000.843321,222814.936029,27.8348685362,52.8681946314,1504981.82031,55739.9174805,2012
8,BFA,Hauts-Bassins,93.1256535408,27.5314780744,0.0345298802391,122370.064575,122217.230835,25.5923135647,54.8418238073,1832655.6875,30629.8486328,2012
9,BFA,Nord,75.1888349988,28.8851915095,0.00804253851112,78994.2802734,78891.5449219,33.4456812574,49.4091193923,1333607.375,19763.9707031,2012
10,BFA,Plateau Central,80.4826274114,28.6440166594,0.0085094306605,41304.8790283,41203.770752,27.0866889834,50.857074628,785168.9375,10351.0195312,2012
11,BFA,Sahel,56.0055196451,29.6216684212,0.00424899524178,174510.927002,174345.167725,36.609725332,49.0317503583,1153798.87891,43668.9382324,2012
12,BFA,Sud-Ouest,90.2573901368,27.6022637545,0.00365330924963,77838.2597046,77722.3005371,27.4984659068,61.4410533413,731011.9375,19488.7089844,2012
0,CIV,Bas-Sassandra,111.170639999,25.8948423469,0.0293570597629,132830.353516,132690.60498,17.9420707884,55.6871750591,2151760.72656,33163.3708496,2012
1,CIV,Denguele,125.000193893,26.138681354,0.00688711975828,98775.8881164,98643.3402209,26.3039685098,65.5557707093,271520.125,24727.109375,2012
2,CIV,District Autonome D'Abidjan,127.211412079,26.8066861034,2.41711983266,10088.9599609,10055.2207031,16.3992523641,57.7539603804,4466491.5,2476.86010742,2012
3,CIV,District Autonome De Yamoussoukro,103.118290551,26.4627066553,0.635166519036,9782.2890625,9751.37988281,17.3461508407,63.4459894241,339853.4375,2441.89013672,2012
4,CIV,Goh-Djiboua,107.949398183,26.2697338471,0.0881063402111,73843.7490234,73747.0512695,15.0055453633,58.9276934067,1518978.5,18456.4902344,2012
5,CIV,Lacs,90.175814796,27.0419586432,0.050405668471,123020.239785,122872.629795,16.8418700146,65.0657598754,1198654.66429,30703.3279591,2012
