,shapeGroup,shapeName,Precipitation,Temperature,Viirs_Average,Viirs_Cloud_Coverage_Count,Viirs_Cloud_Coverage_Sum,Population,supprimer,CO2 concentration (in parts per million),Year,gpw_v4_rev11_count.2015.sum,gpw_v4_rev11_count.2015.count,gpw_v4_rev11_count.2020.sum,gpw_v4_rev11_count.2020.count
31,NGA,Abia,,,0.0982471103448,22611.8393555,22544.0698242,4211268.5,5669.9296875,412.103794392,2020,,,4002201.25,5669.9296875
32,NGA,Fct,,,0.870865594023,36129.9068127,36079.5605803,4901455.0,9045.6796875,412.447471689,2020,,,4687452.5,9044.79003906
33,NGA,Bayelsa,,,1.66872000347,44172.6411133,44092.8007812,2546360.25,11028.9501953,410.525582172,2020,,,2412242.0,11031.7197266
34,NGA,Enugu,,,0.0913434243412,35975.5406494,35909.4685059,4747461.0,9010.29980469,411.046975609,2020,,,4501900.5,9010.37988281
35,NGA,Lagos,,,3.98366983187,17805.9414062,17747.7207031,13503959.0,3939.39013672,411.871938734,2020,,,12585463.0,4459.60058594
36,NGA,Ebonyi,,,0.0557026761316,30603.7709885,30537.1996765,3332223.75,7667.50976562,412.026556556,2020,,,3124184.5,7667.6796875
0,TGO,Savanes Region,,,0.0383475114824,41289.6206055,41206.588623,1203161.375,10343.0,413.947211885,2020,,,1137479.75,10342.9091797
1,TGO,Kara Region,,,0.0386988892698,54639.9372559,54541.6936035,958037.5625,13683.8808594,412.868947713,2020,,,897749.4375,13684.4501953
2,TGO,Centrale Region,,,0.0208610686792,62702.7802734,62614.6816406,847875.75,15697.7402344,412.671964507,2020,,,804462.9375,15697.6796875
3,TGO,Plateaux Region,,,0.0244775522072,81204.9233398,81111.0595703,1799523.25,20303.1210938,410.80642871,2020,,,1703153.75,20324.5605469
4,TGO,Maritime Region,,,0.641484064509,29811.8588867,29754.0991211,3793987.0,7441.43017578,412.144049742,2020,,,3544782.25,7467.06005859
0,GIN,Boke,,,0.0352905840062,163525.73877,163264.536804,1227521.625,40899.2285156,413.623030946,2020,,,1418060.0,40900.2089844
1,GIN,Conakry,,,4.40637211475,2091.11010742,2069.2199707,1878088.75,521.309997559,412.646436743,2020,,,2127188.0,519.799987793
2,GIN,Faranah,,,0.000508626746199,170058.763674,169815.959845,1088301.80908,42573.0410156,414.771297788,2020,,,1264428.9209,42575.4516602
3,GIN,Kankan,,,0.00476278790913,341635.41114,341378.612385,2518735.84914,85463.9520731,414.245369393,2020,,,2918920.51787,85473.1089067
4,GIN,Kindia,,,0.0366148339101,122010.748789,121834.621602,2066045.43238,30536.669209,413.69193309,2020,,,2402459.53254,30536.57125
5,GIN,Labe,,,0.00248575903099,108595.558685,108478.479031,1077968.0,27174.6796875,413.758368947,2020,,,1248795.125,27178.0507812
6,GIN,Mamou,,,0.0107093668119,84745.8813477,84633.0180664,778973.125,21213.7402344,413.427372157,2020,,,902168.25,21214.9804688
7,GIN,Nzerekore,,,0.00135880006578,173211.19751,172984.77417,1716825.60938,43359.2427979,413.758321898,2020,,,1986691.96875,43359.5406494
0,GNB,Bissau,,,1.15042888161,907.640014648,899.109985352,508749.3125,116.940002441,413.530860973,2020,,,543665.1875,118.86000061
1,GNB,Bafatá,,,0.000500296355886,28729.609375,28655.7382812,250100.03125,7185.95996094,412.880176681,2020,,,277414.90625,7200.69042969
2,GNB,Biombo,,,0.0552715828992,4124.53027344,4104.99023438,151627.65625,962.720031738,412.958273478,2020,,,181149.09375,963.320007324
3,GNB,Bolama,,,0.000801226871216,6588.20996094,6354.80029297,30607.5097656,1674.62011719,412.437074041,2020,,,33958.296875,1673.62011719
4,GNB,Cacheu,,,0.00057256844169,24863.1408691,24800.880127,221626.515625,5920.04980469,413.13671496,2020,,,249162.765625,5946.5
5,GNB,Gabu,,,0.000627859825297,43623.2373047,43534.1479492,268087.5,10926.0996094,414.076106671,2020,,,295977.1875,10928.140625
6,GNB,Oio,,,0.0,27219.0585938,27163.9609375,265506.125,6590.5703125,414.179470749,2020,,,296792.625,6612.21972656
7,GNB,Quinara,,,0.00054234569192,15505.0791016,15454.0898438,71322.09375,3545.59008789,414.150452226,2020,,,79454.015625,3564.98974609
8,GNB,Tombali,,,0.00128765202673,17728.8398438,17674.9199219,105717.609375,4277.45996094,413.85077147,2020,,,115264.921875,4279.81005859
0,LBR,Bomi,,,0.000969786808761,9028.86035156,8992.41113281,94871.3359375,2266.4699707,409.387238987,2020,,,106855.921875,2265.91992188
1,LBR,Bong,,,0.0028919651739,41117.24086,41027.2099304,383167.96875,10301.7304688,409.373916462,2020,,,429675.53125,10301.3603516
2,LBR,Gbarpolu,,,0.0,46506.1293359,46420.9919141,110836.1875,11647.7792969,410.300830513,2020,,,125590.46875,11647.9003906
3,LBR,Grand Bassa,,,0.00924241453421,37026.3112793,36940.5283203,258295.546875,9276.49023438,410.801831069,2020,,,291923.40625,9276.04003906
4,LBR,Grand Cape Mount,,,0.00471376600163,22337.7499962,22275.1886063,167213.0625,5598.35986328,409.103858822,2020,,,183843.09375,5597.72998047
5,LBR,Grand Gedeh,,,0.000820411063538,50590.9820557,50493.9277954,176473.734375,12672.2402344,411.947965248,2020,,,198541.875,12671.2900391
6,LBR,Grand Kru,,,0.0,18132.5195312,18088.46875,55601.125,4543.80029297,411.168393308,2020,,,62900.28125,4544.22998047
7,LBR,Lofa,,,1.91519521333e-05,46739.4282227,46639.9689941,333305.03125,11709.4003906,411.670146193,2020,,,376312.90625,11709.9599609
8,LBR,Margibi,,,0.0484002660008,12089.640625,12036.0800781,264185.15625,3035.7199707,409.645326446,2020,,,324454.0,3035.58007812
9,LBR,Maryland,,,0.00874825305568,10707.5800781,10665.0400391,183146.140625,2687.77978516,409.90254363,2020,,,205741.015625,2687.26000977
10,LBR,Montserrado,,,0.290837254344,8797.63085938,8744.80957031,1444616.5,2211.95996094,409.38187726,2020,,,1588181.75,2212.63989258
11,LBR,Nimba,,,0.00440192839746,53945.1479568,53842.318058,555950.9375,13511.9199219,411.403334277,2020,,,621908.1875,13511.7695312
12,LBR,River Gee,,,0.00213845028824,23811.3007812,23749.9902344,87556.0078125,5967.86962891,410.179265995,2020,,,97755.7265625,5968.31982422
13,LBR,Rivercess,,,0.0,26086.8789062,26022.6699219,96598.125,6537.79052734,411.917967273,2020,,,108389.148438,6537.62988281
14,LBR,Sinoe,,,0.000382612197273,45472.8093262,45403.1600342,127304.023438,11385.8398438,412.002148295,2020,,,143780.484375,11385.3496094
0,SLE,Southern,,,0.0050287260669,95473.1290894,95291.2891541,1574046.0,23902.2480469,411.940447762,2020,,,1642590.125,23906.5488281
1,SLE,Eastern,,,0.00604662281723,74258.9509277,74137.6126709,1496099.5,18595.21875,411.851589097,2020,,,1555060.875,18594.5507812
2,SLE,Western Area,,,0.759355805053,3275.56005859,3247.8203125,1362679.5,825.33996582,412.727879888,2020,,,1356084.875,825.229980469
3,SLE,Northern,,,0.00405848038229,171057.810059,170863.036621,2287346.70312,42796.2685547,413.465887841,2020,,,2442122.09375,42799.0107422
0,BEN,Alibori,,,0.00494555348348,126223.022202,126117.910782,1204251.625,31581.7382812,413.2303424,2020,,,1140022.5,31582.4101562
1,BEN,Borgou,,,0.0235419091609,123690.443886,123579.085693,1697377.31592,30949.8393841,413.161428774,2020,,,1605410.39551,30950.0007095
2,BEN,Atakora,,,0.00692522655863,99567.0976562,99463.8994141,1044245.5625,24917.6191406,413.407123609,2020,,,989253.0,24917.0800781
3,BEN,Donga,,,0.0188531408925,51530.2109375,51461.6601562,717111.125,12900.7998047,412.773436308,2020,,,676194.0625,12899.640625
4,BEN,Collines,,,0.0119435486948,66975.7133789,66901.7185059,864889.6875,16761.6796875,412.875428797,2020,,,817149.125,16762.609375
5,BEN,Plateau,,,0.0587803317681,14658.9199219,14614.7001953,778465.5625,3675.25976562,410.83872133,2020,,,735265.0,3675.18994141
6,BEN,Zou,,,0.0655011277768,24505.7402344,24465.8007812,1070577.75,6136.90039062,410.351148023,2020,,,1013722.8125,6136.45996094
7,BEN,Kouffo,,,0.0393792792327,10071.4101562,10034.7597656,785015.75,2527.0,409.120090951,2020,,,738303.25,2527.5
8,BEN,Atlantique,,,0.545914543833,14682.4101562,14651.6904297,1843196.25,3563.2800293,410.220458739,2020,,,1831946.25,3677.76000977
9,BEN,Littoral,,,16.1028837313,344.020019531,337.679992676,810312.6875,87.5699996948,412.030288829,2020,,,670502.5625,87.4199981689
10,BEN,Mono,,,0.141322587187,9094.12011719,9057.91992188,742639.25,2219.43994141,409.280302159,2020,,,709829.875,2282.10009766
11,BEN,Ouémé,,,0.892455646299,6282.25,6256.91992188,1404677.375,1531.52001953,410.205889697,2020,,,1338465.375,1576.98999023
0,BFA,Centre,,,1.46886983713,13779.5595703,13734.6103516,4218655.5,3456.08007812,413.948838795,2020,,,3848419.5,3456.02001953
1,BFA,Boucle du Mouhoun,,,0.0108758120359,165693.285156,165510.396362,1938557.86719,41458.2108154,412.079782449,2020,,,1770500.06641,41469.1234741
2,BFA,Cascades,,,0.0170527415845,88442.5957031,88317.2412109,1139590.125,22141.8398438,412.221672325,2020,,,1041481.25,22142.0800781
3,BFA,Centre-Est,,,0.0227239126592,70294.0722656,70176.4904785,1726216.125,17552.0605469,412.916152636,2020,,,1578094.5,17602.3808594
4,BFA,Centre-Nord,,,0.0186169005797,94611.5498047,94502.6884766,1737029.5,23678.2011719,412.803595072,2020,,,1586879.0,23679.6503906
5,BFA,Centre-Ouest,,,0.0162737867864,104415.443558,104272.144073,1713954.375,26139.640625,412.508545982,2020,,,1566257.375,26139.9394531
6,BFA,Centre-Sud,,,0.0128609116153,55060.940918,54961.090332,881633.1875,13727.9296875,412.973906969,2020,,,807853.3125,13790.1396484
7,BFA,Est,,,0.00486035384534,223000.843321,222814.936029,2030804.54688,55739.9174805,412.815798205,2020,,,1857232.5625,55795.9521484
8,BFA,Hauts-Bassins,,,0.0509554095253,122370.064575,122217.230835,2480599.01562,30629.8486328,412.249101415,2020,,,2265509.53125,30630.6210938
9,BFA,Nord,,,0.0215758613359,78994.2802734,78891.5449219,1598430.75,19763.9707031,412.186596523,2020,,,1460254.25,19774.0585938
10,BFA,Plateau Central,,,0.0286383486548,41304.8790283,41203.770752,923568.0,10351.0195312,411.763316139,2020,,,849076.125,10351.4101562
11,BFA,Sahel,,,0.00676639159478,174510.927002,174345.167725,1493148.20312,43668.9382324,412.545783681,2020,,,1363471.25,43669.0214844
12,BFA,Sud-Ouest,,,0.00974980127346,77838.2597046,77722.3005371,934465.75,19488.7089844,412.927230553,2020,,,854984.125,19489.0097656
0,CIV,Bas-Sassandra,,,0.07576509378,132830.353516,132690.60498,2691512.60938,33163.3708496,410.899018902,2020,,,2598553.67969,33233.9506836
1,CIV,Denguele,,,0.0645401191629,98775.8881164,98643.3402209,337700.40625,24727.109375,413.792035098,2020,,,325866.1875,24727.2597656
2,CIV,District Autonome D'Abidjan,,,5.71138558431,10088.9599609,10055.2207031,5475988.0,2476.86010742,410.706442538,2020,,,5262951.5,2525.35009766
3,CIV,District Autonome De Yamoussoukro,,,0.92640218368,9782.2890625,9751.37988281,407608.0,2441.89013672,413.385879432,2020,,,390356.875,2453.22998047
4,CIV,Goh-Djiboua,,,0.157374451066,73843.7490234,73747.0512695,1900141.125,18456.4902344,412.43695746,2020,,,1830526.375,18484.7402344
5,CIV,Lacs,,,0.123489286558,123020.239785,122872.629795,1466116.77346,30703.3279591,413.856101147,2020,,,1414860.87314,30792.1195116
6,CIV,Montagnes,,,0.0532836733585,144606.432617,144447.019287,2870681.53125,36177.1293945,413.199314609,2020,,,2764681.95312,36191.4702148
7,CIV,Sassandra-Marahoue,,,0.110133324865,112664.632812,112559.115234,2729056.75,28080.8203125,412.37138761,2020,,,2628682.75,28192.6699219
8,CIV,Savanes,,,0.1788051451,190434.554688,190193.130493,1980173.30957,47668.8128662,412.504831218,2020,,,1905196.67969,47669.0900879
9,CIV,Valle Du Bandama,,,0.187098066136,133814.413982,133653.794477,1616060.39592,33457.6300297,413.83691101,2020,,,1555075.41646,33493.5429106
10,CIV,Woroba,,,0.0722902139649,146744.408997,146548.888611,1021863.625,36735.8574219,413.363892898,2020,,,983899.5625,36734.0478516
11,CIV,Zanzan,,,0.0559005686541,180864.632812,180700.786743,1061417.6875,45257.0087891,412.958098008,2020,,,1023174.71875,34844.3193359
12,CIV,Lagunes,,,0.124052843412,96986.4418945,96829.5788574,1649007.875,24018.6601562,411.721281416,2020,,,1597746.0,24279.5878906
13,CIV,Comoe,,,0.217641931557,65952.927002,65814.2583008,1330838.75,16165.6796875,411.942064482,2020,,,1270627.0,16495.6484375
0,GMB,Central River,,,0.00307472260559,14416.9804688,14374.4794922,256354.5625,3615.08984375,413.230471181,2020,,,241931.03125,3614.8203125
1,GMB,Western Division,,,0.363291856797,9083.49023438,9038.51953125,1136969.75,2226.75,414.335058555,2020,,,1094799.5,2230.50976562
2,GMB,Greater Banjul Area,,,3.08880429663,410.130004883,404.270019531,337318.46875,93.6499938965,413.321090569,2020,,,314739.09375,93.3499984741
3,GMB,North Bank Division,,,0.0118163822116,10405.2597656,10375.2802734,258197.65625,2565.67993164,415.382518451,2020,,,246670.546875,2574.4699707
4,GMB,Lower River,,,0.00742623389951,7221.90966797,7176.07958984,87832.3671875,1796.34997559,415.506335938,2020,,,81068.4375,1799.63989258
5,GMB,Upper River,,,0.00938932616402,9717.54003906,9687.109375,280444.75,2436.98999023,415.262665408,2020,,,263707.25,2436.81982422
0,GHA,Western North Region,,,0.0959909657086,48415.5773726,48332.4696474,842176.75,12124.8203125,410.985197965,2020,,,776466.875,12124.7890625
1,GHA,Ahafo Region,,,0.2057735065,23843.3386993,23783.2799072,585815.6875,5976.45019531,412.583534118,2020,,,543365.5,5975.91992188
2,GHA,Bono East Region,,,0.0659668156948,109476.660156,109328.411621,1163015.17188,26747.6083984,414.148072514,2020,,,1069241.60156,27405.6015625
3,GHA,Savannah Region,,,0.0211628872489,166309.196838,166096.151855,664852.060547,41258.7102051,413.326009452,2020,,,641899.169922,41629.8503113
4,GHA,North East Region,,,0.0623110368198,44061.9291992,43937.3720703,672557.0,11046.0195312,414.428666107,2020,,,620294.6875,11046.9101562
5,GHA,Oti Region,,,0.062574282987,52202.6530762,52095.5998535,789132.3125,11775.7607422,414.036941775,2020,,,731580.25,13077.2597656
6,GHA,Western Region,,,0.38272674413,65198.90625,65104.1123047,2168066.75,16301.5595703,411.013636343,2020,,,2027892.375,16322.2705078
7,GHA,Eastern Region,,,0.353053765905,88038.8535156,87949.8291016,3305405.25,20454.9609375,411.417721737,2020,,,3115760.75,22031.9199219
8,GHA,Northern Region,,,0.128264861327,116424.214569,116227.612976,2111398.7168,29132.0406494,413.813814583,2020,,,1935215.47852,29154.582489
9,GHA,Central Region,,,0.654549931316,47173.230957,47075.5493164,2966693.75,11817.0195312,410.235490257,2020,,,2781414.0,11817.7597656
10,GHA,Ashanti Region,,,0.512966039073,115828.571777,115677.171387,6780563.25195,28953.5327148,411.723756835,2020,,,6269847.8125,28995.1201172
11,GHA,Bono Region,,,0.194149861023,55077.0378418,54983.8604431,1176688.0,13791.9091797,413.706090321,2020,,,1088220.5,13792.0898438
12,GHA,Volta Region,,,0.454029614672,48727.7495117,48639.690918,2216955.25,11508.8994141,412.084923257,2020,,,2098636.25,12034.2207031
13,GHA,Upper West Region,,,0.0800492143709,92748.0527344,92651.9287109,863391.1875,23210.0507812,412.971173847,2020,,,792429.5,23210.25
14,GHA,Upper East Region,,,0.179132462612,41412.2705078,41322.171875,1196557.25,10371.6289062,413.129573027,2020,,,1095328.125,10374.9804688
15,GHA,Greater Accra Region,,,8.09951891664,15111.0205078,15063.4990234,5538273.0,3780.43017578,411.308122616,2020,,,5018332.5,3785.80029297
0,SEN,Dakar,,,9.07616839743,2652.9699707,2630.57006836,3567886.25,668.719970703,413.656801184,2020,,,3795242.5,668.619995117
1,SEN,Diourbel,,,0.386270564133,23559.25,23508.7402344,1811589.125,5902.10009766,413.336891847,2020,,,1904746.125,5902.25976562
2,SEN,Fatick,,,0.041201425975,34071.4199219,33989.96875,898371.3125,8382.390625,413.638101439,2020,,,965571.8125,8449.41992188
3,SEN,Kaffrine,,,0.0126162966211,53347.9183044,53284.640686,685933.4375,13353.0400391,412.959291275,2020,,,746613.1875,13352.5009766
4,SEN,Kaolack,,,0.121283057409,25420.5816345,25364.441864,1162141.625,6355.0703125,414.612515397,2020,,,1222897.0,6369.87988281
5,SEN,Kolda,,,0.00873309074324,65986.8543261,65894.0700353,813789.8125,16520.1308594,414.253524418,2020,,,863289.875,16520.7109375
6,SEN,Louga,,,0.0219347980946,124546.620117,124438.386719,1087535.53516,31153.949707,412.792118652,2020,,,1189891.63281,31163.2583008
7,SEN,Matam,,,0.00757326246146,139906.9021,139774.453003,699452.34375,35009.3481445,411.725970303,2020,,,759174.828125,35009.9597168
8,SEN,Saint Louis,,,0.0381945394872,92489.4511719,92351.5200577,1072634.75,23027.6015625,412.815087206,2020,,,1106634.75,23157.2109375
9,SEN,Sedhiou,,,0.00980462037097,35298.4012756,35246.5962219,554860.625,8650.66015625,415.527812598,2020,,,588985.3125,8837.44921875
10,SEN,Tambacounda,,,0.00365454851584,205512.263611,205316.099548,845104.290527,51426.8796387,413.149452897,2020,,,890371.066406,51427.3896484
11,SEN,Thies,,,0.464809499048,31942.222168,31870.5822144,2143541.5,8000.5,412.69887423,2020,,,2288947.25,8001.77978516
12,SEN,Ziguinchor,,,0.0282387986893,35323.1210938,35269.1289062,668094.4375,8553.96972656,413.88948334,2020,,,708078.375,8724.79003906
13,SEN,Kedougou,,,0.0148314952527,80671.4182129,80554.9490967,187212.546875,20196.859375,414.223266699,2020,,,198089.984375,20197.2382812
0,CPV,Boa Vista,,,0.164462813955,3090.70996094,3073.0300293,19079.7773438,776.079956055,411.910817076,2020,,,19623.5429688,775.630004883
1,CPV,Brava,,,0.303762384666,337.579986572,330.170013428,4687.58544922,85.6200027466,413.063987712,2020,,,4736.43359375,85.640007019
2,CPV,Maio,,,0.175427569185,1332.39990234,1320.82006836,6428.71386719,335.630004883,412.277724208,2020,,,6543.33154297,335.429992676
3,CPV,Sal,,,0.957289171839,1086.7800293,1073.14001465,21064.7832031,275.040008545,413.69722611,2020,,,21759.7714844,274.839996338
4,CPV,São Vicente,,,1.59712198824,1108.38000488,1095.40002441,80236.1640625,280.229980469,413.55124839,2020,,,82158.8828125,280.260009766
5,CPV,Ribeira Brava,,,0.0993863566317,1115.02001953,1096.43994141,7173.94384766,283.109985352,412.451357065,2020,,,7149.61865234,283.139984131
6,CPV,Tarrafal de São Nicolau,,,0.130733498816,808.930053711,793.059997559,4900.56982422,206.230010986,411.670942823,2020,,,5084.31542969,206.210006714
7,CPV,Porto Novo,,,0.100826005629,2749.69995117,2732.50976562,5679.4296875,691.679992676,414.287463591,2020,,,5896.34472656,691.710021973
8,CPV,Ribeira Grande,,,0.174317924449,866.199951172,856.380004883,23496.5683594,218.900009155,414.344759221,2020,,,24289.7851562,218.809997559
9,CPV,Paul,,,0.22381757036,254.989990234,249.739990234,16317.6347656,65.0099945068,414.282135172,2020,,,17447.0605469,65.0
10,CPV,Mosteiros,,,0.192334149441,411.25,405.960021973,6278.64404297,104.169998169,410.512943007,2020,,,6651.34716797,104.160003662
11,CPV,Santa Catarina do Fogo,,,0.113977489535,737.329956055,729.109985352,24387.8652344,186.290008545,410.280105505,2020,,,23115.0449219,186.38999939
12,CPV,São Filipe,,,0.197186183095,1150.01000977,1140.23999023,6479.25048828,290.0,410.912540083,2020,,,8163.79785156,289.859985352
13,CPV,São Miguel,,,0.286379926907,380.179992676,373.229980469,6588.16064453,96.7299957275,414.62342627,2020,,,6929.38476562,96.5999984741
14,CPV,Tarrafal,,,0.436565890719,592.16003418,581.690002441,43325.1328125,150.439987183,415.171471414,2020,,,43981.3554688,150.440002441
15,CPV,Santa Catarina,,,0.24011240233,1175.97998047,1161.98999023,41865.7851562,297.200012207,414.231024276,2020,,,41458.1132812,297.339996338
16,CPV,Santa Cruz,,,0.390843279385,545.270019531,537.08001709,9824.765625,138.38999939,414.635440765,2020,,,10598.7324219,138.269989014
17,CPV,São Salvador do Mundo,,,0.576043003327,126.840003967,123.709991455,27962.3125,32.4500007629,414.971458999,2020,,,27018.0566406,32.5
18,CPV,São Lourenço dos Órgãos,,,0.446335256808,189.209991455,185.329986572,127701.0625,48.2600021362,415.062900004,2020,,,128116.078125,48.3600006104
19,CPV,São Domingos,,,0.241540011084,718.060058594,706.83001709,14764.078125,182.059997559,415.154372143,2020,,,15837.1757812,182.169998169
20,CPV,Praia,,,3.95941891781,489.469970703,482.66998291,14772.6113281,124.020004272,415.365533663,2020,,,14975.734375,124.029998779
21,CPV,Ribeira Grande de Santiago,,,0.168070023356,703.540039062,694.140014648,11557.2734375,178.119995117,414.968996787,2020,,,14407.9013672,178.069992065
