,shapeGroup,shapeName,Precipitation,Temperature,Viirs_Average,Viirs_Cloud_Coverage_Count,Viirs_Cloud_Coverage_Sum,Population,supprimer,CO2 concentration (in parts per million),Year,gpw_v4_rev11_count.2015.sum,gpw_v4_rev11_count.2015.count,gpw_v4_rev11_count.2020.sum,gpw_v4_rev11_count.2020.count
12,SEN,Ziguinchor,120.810175114,26.3784286506,0.0150379448369,35323.1210938,35269.1289062,578831.9375,8553.96972656,400.106087173,2015,612274.0,8724.79003906,,
13,SEN,Kedougou,115.017743143,29.2649482773,0.00809496276666,80671.4182129,80554.9490967,162157.5625,20196.859375,400.556320507,2015,171375.65625,20197.2382812,,
0,CPV,Boa Vista,,,0.0759447167102,3090.70996094,3073.0300293,12906.4599609,776.079956055,401.198984957,2015,13260.7851562,775.630004883,,
1,CPV,Brava,,,0.142129339534,337.579986572,330.170013428,4968.35107422,85.6200027466,399.797088206,2015,5030.79394531,85.640007019,,
2,CPV,Maio,,,0.0741506712752,1332.39990234,1320.82006836,6514.765625,335.630004883,400.558079872,2015,6623.03857422,335.429992676,,
3,CPV,Sal,,,0.693238112523,1086.7800293,1073.14001465,22164.8789062,275.040008545,399.089539471,2015,22928.8359375,274.839996338,,
4,CPV,São Vicente,20.758333333333333,25.05,0.898670973558,1108.38000488,1095.40002441,75098.8671875,280.229980469,399.620841581,2015,76932.640625,280.260009766,,
5,CPV,Ribeira Brava,,,0.0500864918908,1115.02001953,1096.43994141,7020.55078125,283.109985352,399.680182606,2015,6982.14697266,283.139984131,,
6,CPV,Tarrafal de São Nicolau,20.758333333333333,25.05,0.063897079416,808.930053711,793.059997559,5029.90722656,206.230010986,398.039650615,2015,5193.125,206.210006714,,
7,CPV,Porto Novo,,,0.0551251004861,2749.69995117,2732.50976562,6229.24511719,691.679992676,401.832127614,2015,6389.16601562,691.710021973,,
8,CPV,Ribeira Grande,,,0.109783350325,866.199951172,856.380004883,20601.5820312,218.900009155,400.490312439,2015,21023.078125,218.809997559,,
9,CPV,Paul,,,0.129308921898,254.989990234,249.739990234,16225.6347656,65.0099945068,399.415161548,2015,17389.9785156,65.0,,
10,CPV,Mosteiros,,,0.0513571282914,411.25,405.960021973,6109.83398438,104.169998169,400.65113449,2015,6517.45507812,104.160003662,,
11,CPV,Santa Catarina do Fogo,,,0.07211959218,737.329956055,729.109985352,24097.96875,186.290008545,400.739829461,2015,22516.2011719,186.38999939,,
12,CPV,São Filipe,,,0.092807090556,1150.01000977,1140.23999023,6420.54980469,290.0,400.693752363,2015,8206.51953125,289.859985352,,
13,CPV,São Miguel,66.13333333333334,22.175,0.126806611269,380.179992676,373.229980469,6765.20019531,96.7299957275,401.641675214,2015,7046.29492188,96.5999984741,,
14,CPV,Tarrafal,66.13333333333334,22.175,0.123879384877,592.16003418,581.690002441,32823.7070312,150.439987183,401.591089969,2015,33397.0585938,150.440002441,,
15,CPV,Santa Catarina,66.13333333333334,22.175,0.143412988808,1175.97998047,1161.98999023,44184.9765625,297.200012207,402.106184858,2015,43620.0859375,297.339996338,,
16,CPV,Santa Cruz,66.13333333333334,22.175,0.19417835009,545.270019531,537.08001709,9188.89257812,138.38999939,401.265510768,2015,10396.5898438,138.269989014,,
17,CPV,São Salvador do Mundo,66.13333333333334,22.175,0.273449347453,126.840003967,123.709991455,26629.5507812,32.4500007629,402.278846977,2015,25937.2460938,32.5,,
18,CPV,São Lourenço dos Órgãos,66.13333333333334,22.175,0.256618507991,189.209991455,185.329986572,121115.703125,48.2600021362,401.63092481,2015,121211.226562,48.3600006104,,
19,CPV,São Domingos,66.13333333333334,22.175,0.117458859546,718.060058594,706.83001709,14748.5078125,182.059997559,400.838508914,2015,15419.5273438,182.169998169,,
20,CPV,Praia,,,4.05881164868,489.469970703,482.66998291,14471.6083984,124.020004272,401.990275774,2015,14582.2949219,124.029998779,,
21,CPV,Ribeira Grande de Santiago,66.13333333333334,22.175,0.103820320882,703.540039062,694.140014648,11989.3417969,178.119995117,402.194568253,2015,14076.2109375,178.069992065,,
0,NER,Tahoua/Agadez,10.3636511448,28.7596373566,0.000772277750747,3576724.34024,3576171.26466,4598070.98859,894316.586426,402.296299923,2016,,,,
1,NER,Dossa,52.4596582393,29.9613977887,0.00352039999873,153317.480774,153183.13916,2320570.59375,38362.9892578,402.775683975,2016,,,,
2,NER,Niamey,47.375618259,30.1454236906,3.22423388363,2285.75976562,2272.5300293,1056566.875,574.760009766,405.179694809,2016,,,,
3,NER,Tillaberi,47.3444146364,30.2093582913,0.00191519148146,438911.772186,438658.40625,3230192.96515,109791.139755,403.223003297,2016,,,,
4,NER,Maradi,41.5250011996,29.9834188096,0.00610020134854,190083.78787,189949.901815,3947361.6875,47554.6605225,403.524827141,2016,,,,
5,NER,Zinder/Diffa,26.4539270834,29.1005389842,0.00422050866967,1426540.61473,1426156.47429,5014967.32879,356728.593674,402.665855192,2016,,,,
0,MLI,Bamako,79.3312499969,27.8312500045,11.3888458516,1188.15002441,1177.75,2606731.5,299.58001709,397.915575176,2016,,,,
1,MLI,Gao,27.2741827866,30.2192911028,0.000598957399056,872343.574287,872072.258995,752991.357056,218151.976103,402.592647915,2016,,,,
2,MLI,Kayes,72.8924653166,29.4636026175,0.00718191688539,590723.906067,590415.349152,2567012.63318,147429.001541,403.71653554,2016,,,,
3,MLI,Kidal,7.66493805389,28.7911034073,0.000366774524665,744464.852406,744184.012672,104174.804962,186188.27124,402.732761387,2016,,,,
4,MLI,Koulikouro,61.9888111059,28.7799674881,0.0173104625602,435992.194809,435670.566193,3521711.93359,109068.57489,401.357566064,2016,,,,
5,MLI,Mopti,54.4423148294,29.4247785567,0.0028508586295,383182.400848,382935.066254,2543767.39062,95817.2055664,403.495047171,2016,,,,
6,MLI,Segou,55.1049449613,29.2675766265,0.00773651065559,298759.081207,298542.653,2948454.79688,74742.4912109,403.150950891,2016,,,,
7,MLI,Sikasso,100.504261389,28.2689113181,0.00920383243119,342550.523868,342236.320195,3473376.625,85509.9804688,403.539061689,2016,,,,
8,MLI,Tombouctou,12.5625112819,28.6792058285,0.000301147699606,2486311.79001,2485819.48661,913252.039902,621682.012207,402.677968645,2016,,,,
0,NGA,Sokoto,54.8168502517,29.4848925412,0.0202294593062,149187.070007,149014.309692,5043092.73438,37295.7321777,401.23904561,2016,,,,
1,NGA,Gombe,76.399215722,27.5301250236,0.0427114254405,79216.0458984,79122.4003906,2979398.75,19716.21875,402.675133076,2016,,,,
2,NGA,Adamawa,98.2754007082,27.1272226961,0.0103187724869,189531.439209,189345.793457,4575465.5625,47373.6401367,404.121878649,2016,,,,
3,NGA,Zamfara,71.792918401,28.309925116,0.0144410284933,164158.659576,163997.339447,4452443.27417,41078.9839401,401.113260983,2016,,,,
4,NGA,Yobe,53.6299782711,28.1038964431,0.00488333605071,219176.711444,219000.134273,3305152.9375,54821.449707,403.462593542,2016,,,,
5,NGA,Borno,64.3361236345,28.4276394448,0.00606400635878,345107.815552,344886.331787,5946235.1875,86305.8769531,402.664286578,2016,,,,
6,NGA,Akwa Ibom,234.229076042,26.8904956704,1.05760322682,32265.0817871,32208.9008789,5428170.0,8041.05957031,401.693623291,2016,,,,
7,NGA,Bauchi,80.5027957159,27.0490079786,0.0113230745128,236385.909454,236158.149101,6394002.07812,59153.0102539,402.339853983,2016,,,,
8,NGA,Ogun,104.226413996,27.9044970106,0.224052034519,78703.6812353,78560.2509718,5753846.0,19710.5097656,402.870227203,2016,,,,
9,NGA,Niger,88.9344455641,27.9010717842,0.0210885161391,337252.50153,336967.054863,5455749.04178,83771.5409384,402.274066427,2016,,,,
10,NGA,Anambra,137.184342145,27.9207276013,0.152307869835,22220.3300781,22167.9589844,5435508.5,5567.49023438,401.687337922,2016,,,,
11,NGA,Kano,69.6684314202,27.1743839017,0.182573014573,96773.2001343,96640.0216675,12977718.0,24090.7304688,401.683893093,2016,,,,
12,NGA,Nasarawa,97.4216379438,26.7280967315,0.0251337101336,124333.999023,124193.588867,2461204.75,31118.7509766,402.976828766,2016,,,,
13,NGA,Kebbi,75.0206198528,28.8495759894,0.0171724726164,177937.972656,177699.670898,4281849.0,43823.9597168,402.072402858,2016,,,,
14,NGA,Kaduna,100.243811722,25.8124417132,0.078851423587,214478.190918,214284.410156,8382595.71875,53634.0571289,402.536101506,2016,,,,
15,NGA,Katsina,64.484924014,27.761703304,0.0421753428447,116188.556396,116044.496582,7860025.45312,29059.6501465,403.861351267,2016,,,,
16,NGA,Plateau,97.3114769814,26.0836329845,0.035175540275,123471.141479,123341.411255,4184633.11719,30900.0196533,401.909033434,2016,,,,
17,NGA,Edo,125.999206282,26.992387788,0.422687036572,92249.3896484,92129.1904297,4414954.5,23091.9199219,401.805642035,2016,,,,
18,NGA,Oyo,86.4039290315,27.466097253,0.0479653629981,130794.812538,130669.649815,7674034.34961,32720.4894905,403.31450962,2016,,,,
19,NGA,Jigawa,56.8860027209,28.0065714868,0.0501887194348,112368.411102,112180.990707,5622918.93164,28138.7783203,402.883023802,2016,,,,
20,NGA,Cross River,205.310781451,27.6192155115,0.0278994039388,98984.2597656,98866.7001953,3544486.875,24732.8903809,401.584400649,2016,,,,
21,NGA,Taraba,106.932620394,27.7212014196,0.00322770712605,277984.461258,277778.778625,2980340.96875,69547.1396484,404.085213535,2016,,,,
22,NGA,Rivers,203.649083733,27.6387438174,4.23655346253,45543.1912231,45405.2705688,7048549.5,11378.0605469,403.289921487,2016,,,,
23,NGA,Ekiti,92.9956250229,26.3600207438,0.0297547716057,27346.0,27295.8378906,3307956.75,6848.85009766,405.553305771,2016,,,,
24,NGA,Benue,121.749601557,27.5771657453,0.0256478829812,145346.890625,145208.359375,5589849.125,36370.9980469,402.964146675,2016,,,,
25,NGA,Delta,179.611047645,27.3369972353,2.09352526081,80008.6201172,79871.1279297,5556425.0,19947.0,401.296224191,2016,,,,
26,NGA,Ondo,116.067735443,27.2449136003,0.0222788558497,71040.4816356,70923.8399315,4707309.5,17777.6425781,403.094276864,2016,,,,
27,NGA,Osun,96.9126673547,27.0538672697,0.107204601659,40283.4135437,40215.9280701,4494413.5,10088.0703125,403.366771206,2016,,,,
28,NGA,Kwara,88.5777123093,27.6131624985,0.019476154082,158515.507614,158334.406174,3094044.69922,39616.2092896,403.784732069,2016,,,,
29,NGA,Imo,172.121264683,27.6995269487,0.791646922516,24179.6308594,24137.8984375,5348874.0,6055.16992188,402.188170346,2016,,,,
30,NGA,Kogi,87.1222958239,27.6704045577,0.0185415445128,137024.175293,136866.321777,4233012.82812,34280.1601562,403.035813571,2016,,,,
31,NGA,Abia,185.110546269,27.6433735523,0.178482520884,22611.8393555,22544.0698242,3770688.25,5669.9296875,402.218975475,2016,,,,
32,NGA,Fct,86.4139947269,27.1149689161,0.821169858036,36129.9068127,36079.5605803,3470101.25,9045.6796875,400.491336632,2016,,,,
33,NGA,Bayelsa,225.321662368,27.1891247353,1.92931205181,44172.6411133,44092.8007812,2245363.25,11028.9501953,401.644234862,2016,,,,
34,NGA,Enugu,137.124405238,27.469935305,0.142109873142,35975.5406494,35909.4685059,4260578.5,9010.29980469,402.23082094,2016,,,,
35,NGA,Lagos,119.546022721,27.8803977258,2.60971883781,17805.9414062,17747.7207031,11931068.0,3939.39013672,403.046838908,2016,,,,
36,NGA,Ebonyi,160.655843874,27.5481481673,0.0224507895975,30603.7709885,30537.1996765,2983807.25,7667.50976562,402.701610375,2016,,,,
0,TGO,Savanes Region,85.879605388,28.7406799131,0.0218719185234,41289.6206055,41206.588623,1036429.4375,10343.0,402.413221923,2016,,,,
1,TGO,Kara Region,114.916987253,27.328121106,0.0255277178686,54639.9372559,54541.6936035,870664.25,13683.8808594,404.742986462,2016,,,,
2,TGO,Centrale Region,105.380509438,26.6327620456,0.0133199490091,62702.7802734,62614.6816406,746837.875,15697.7402344,404.045397456,2016,,,,
3,TGO,Plateaux Region,108.814062662,26.9457589621,0.0140409701567,81204.9233398,81111.0595703,1607093.5,20303.1210938,403.282056106,2016,,,,
4,TGO,Maritime Region,90.767819293,28.0081995467,0.475061183778,29811.8588867,29754.0991211,3147413.0,7441.43017578,401.992939549,2016,,,,
0,GIN,Boke,174.295677424,27.6323792145,0.0131066199839,163525.73877,163264.536804,1130591.6875,40899.2285156,404.001429144,2016,,,,
1,GIN,Conakry,298.525,26.075,3.4786373489,2091.11010742,2069.2199707,1692653.375,521.309997559,403.573993852,2016,,,,
2,GIN,Faranah,141.751007991,26.1173539315,0.00150657167629,170058.763674,169815.959845,984079.009766,42573.0410156,405.396433235,2016,,,,
3,GIN,Kankan,128.211557667,26.6050352045,0.00389410845422,341635.41114,341378.612385,2136674.30016,85463.9520731,404.482079526,2016,,,,
4,GIN,Kindia,226.220500057,26.5548525044,0.015983271495,122010.748789,121834.621602,1718250.25078,30536.669209,404.67774695,2016,,,,
5,GIN,Labe,125.900955459,25.799070257,0.00233786799011,108595.558685,108478.479031,1021921.3125,27174.6796875,405.035819258,2016,,,,
6,GIN,Mamou,155.15999104,24.639521004,0.00804690811185,84745.8813477,84633.0180664,745614.3125,21213.7402344,404.795109413,2016,,,,
7,GIN,Nzerekore,180.213978078,25.10734616,0.00195707452607,173211.19751,172984.77417,1622843.46875,43359.2427979,404.250224451,2016,,,,
0,GNB,Bissau,,,1.09764033974,907.640014648,899.109985352,444118.5625,116.940002441,402.49314586,2016,,,,
1,GNB,Bafatá,114.2473749820106,27.75816968193905,0.00092966720386,28729.609375,28655.7382812,232229.875,7185.95996094,404.17866646,2016,,,,
2,GNB,Biombo,86.94166666666666,27.691666666666663,0.0304790338778,4124.53027344,4104.99023438,133558.8125,962.720031738,403.359241219,2016,,,,
3,GNB,Bolama,139.99980388940412,26.818512635649554,0.00203025938192,6588.20996094,6354.80029297,29746.3671875,1674.62011719,404.020767528,2016,,,,
4,GNB,Cacheu,87.80953222063677,27.69526070155059,0.000610623806193,24863.1408691,24800.880127,209499.875,5920.04980469,402.152770337,2016,,,,
5,GNB,Gabu,112.15727790064436,27.55377586787115,0.000495775828558,43623.2373047,43534.1479492,242686.53125,10926.0996094,404.079279635,2016,,,,
6,GNB,Oio,103.62146090709082,27.78120371140613,0.000432291678699,27219.0585938,27163.9609375,245937.015625,6590.5703125,404.176536543,2016,,,,
7,GNB,Quinara,141.0039663562122,27.63179154078236,0.000617074619408,15505.0791016,15454.0898438,65330.609375,3545.59008789,404.544717799,2016,,,,
8,GNB,Tombali,161.13295133263765,27.678983979719916,0.000678906969413,17728.8398438,17674.9199219,99790.25,4277.45996094,404.783968077,2016,,,,
0,LBR,Bomi,298.304263469,26.2374031019,0.000341852644275,9028.86035156,8992.41113281,91039.15625,2266.4699707,403.598490777,2016,,,,
1,LBR,Bong,205.78213138,26.27230314,0.00281253333997,41117.24086,41027.2099304,366507.15625,10301.7304688,403.120291929,2016,,,,
2,LBR,Gbarpolu,224.510393991,26.0632721724,0.0,46506.1293359,46420.9919141,101299.359375,11647.7792969,403.438583313,2016,,,,
3,LBR,Grand Bassa,260.385813529,26.5687256466,0.0058161047221,37026.3112793,36940.5283203,244644.28125,9276.49023438,401.343665458,2016,,,,
4,LBR,Grand Cape Mount,291.912565293,26.3752305927,0.00549328625673,22337.7499962,22275.1886063,154508.984375,5598.35986328,402.210191155,2016,,,,
5,LBR,Grand Gedeh,191.062483179,27.0454786927,0.000916395686164,50590.9820557,50493.9277954,157442.171875,12672.2402344,401.836545682,2016,,,,
6,LBR,Grand Kru,252.010403822,25.9677428562,0.0,18132.5195312,18088.46875,56257.6875,4543.80029297,402.946618606,2016,,,,
7,LBR,Lofa,221.268798938,25.1921473187,0.000207669212086,46739.4282227,46639.9689941,316282.4375,11709.4003906,404.054916199,2016,,,,
8,LBR,Margibi,261.643149702,26.866603352,0.0388175561305,12089.640625,12036.0800781,244790.625,3035.7199707,404.224100028,2016,,,,
9,LBR,Maryland,244.473222165,25.8547459665,0.00369325598308,10707.5800781,10665.0400391,163970.75,2687.77978516,402.925330752,2016,,,,
10,LBR,Montserrado,278.237182002,26.6371551613,0.184760107102,8797.63085938,8744.80957031,1275159.5,2211.95996094,404.479450359,2016,,,,
11,LBR,Nimba,187.22650768,26.386236646,0.00259169964114,53945.1479568,53842.318058,521621.84375,13511.9199219,402.161607578,2016,,,,
12,LBR,River Gee,227.925058324,26.2676248352,2.05827922549e-05,23811.3007812,23749.9902344,80269.109375,5967.86962891,402.854260642,2016,,,,
13,LBR,Rivercess,247.41892928,26.5434299787,0.0,26086.8789062,26022.6699219,87008.8359375,6537.79052734,401.617146256,2016,,,,
14,LBR,Sinoe,271.706208224,26.2298087072,0.000367997020775,45472.8093262,45403.1600342,117838.234375,11385.8398438,403.43947361,2016,,,,
0,SLE,Southern,276.22115632,26.9645750809,0.00268470014966,95473.1290894,95291.2891541,1429768.125,23902.2480469,403.863476888,2016,,,,
1,SLE,Eastern,238.053566565,26.1959518029,0.00482928701435,74258.9509277,74137.6126709,1407132.875,18595.21875,402.335887938,2016,,,,
2,SLE,Western Area,275.966666667,27.275,0.403237214745,3275.56005859,3247.8203125,1212873.5,825.33996582,405.220018669,2016,,,,
3,SLE,Northern,231.746961385,26.7858719249,0.00588331082436,171057.810059,170863.036621,2134985.4375,42796.2685547,403.998653951,2016,,,,
0,BEN,Alibori,80.5074150038314,28.951802971871448,0.00172955070555,126223.022202,126117.910782,999655.1875,31581.7382812,403.58601504,2016,,,,
1,BEN,Borgou,93.9803969361183,27.38169059496597,0.0133734027038,123690.443886,123579.085693,1399041.57263,30949.8393841,403.350157105,2016,,,,
2,BEN,Atakora,89.21573925205522,28.278727757422597,0.00504254903739,99567.0976562,99463.8994141,922012.0625,24917.6191406,403.925085205,2016,,,,
3,BEN,Donga,102.9145819383259,27.087385388946736,0.0116457458237,51530.2109375,51461.6601562,609467.875,12900.7998047,404.356634992,2016,,,,
4,BEN,Collines,83.37144291789943,27.665670671479955,0.00574268581078,66975.7133789,66901.7185059,776578.8125,16761.6796875,403.684681532,2016,,,,
5,BEN,Plateau,90.86664973201196,28.04793958199911,0.0395955903755,14658.9199219,14614.7001953,667548.375,3675.25976562,402.185300998,2016,,,,
6,BEN,Zou,107.42650356082744,28.22749164059165,0.04170640902,24505.7402344,24465.8007812,940140.1875,6136.90039062,402.151733137,2016,,,,
7,BEN,Kouffo,108.09895284758058,28.09791880035509,0.0183341254433,10071.4101562,10034.7597656,688631.8125,2527.0,401.426371035,2016,,,,
8,BEN,Atlantique,94.93303571124402,28.110714285656208,0.26237006376,14682.4101562,14651.6904297,1471565.375,3563.2800293,401.918061072,2016,,,,
9,BEN,Littoral,,,9.96910907176,344.020019531,337.679992676,782068.125,87.5699996948,403.077542324,2016,,,,
10,BEN,Mono,98.12245763160269,28.171610169577143,0.0931110679341,9094.12011719,9057.91992188,661568.6875,2219.43994141,401.130345188,2016,,,,
11,BEN,Ouémé,94.01840278909592,28.09027777803648,0.536783668987,6282.25,6256.91992188,1196802.625,1531.52001953,402.731602911,2016,,,,
0,BFA,Centre,77.7832576203,28.9416355409,1.14656781557,13779.5595703,13734.6103516,3256616.75,3456.08007812,403.972106059,2016,,,,
1,BFA,Boucle du Mouhoun,69.5443460688,29.128646085,0.00845921980478,165693.285156,165510.396362,1779886.15625,41458.2108154,403.542423703,2016,,,,
2,BFA,Cascades,103.630350935,28.2664108689,0.00721615200099,88442.5957031,88317.2412109,902116.375,22141.8398438,403.790938402,2016,,,,
3,BFA,Centre-Est,76.2555355381,29.194285112,0.0135307340783,70294.0722656,70176.4904785,1524429.375,17552.0605469,401.805958681,2016,,,,
4,BFA,Centre-Nord,64.6991328041,29.3778614574,0.0134949407183,94611.5498047,94502.6884766,1562819.875,23678.2011719,404.005197033,2016,,,,
5,BFA,Centre-Ouest,75.5290199874,28.7702200095,0.0121561593738,104415.443558,104272.144073,1544929.875,26139.640625,401.977097021,2016,,,,
6,BFA,Centre-Sud,83.1194075383,28.8670882858,0.00572539318117,55060.940918,54961.090332,798676.5,13727.9296875,403.463085327,2016,,,,
7,BFA,Est,67.7797468149,29.3972489,0.0025621205877,223000.843321,222814.936029,1745615.46875,55739.9174805,402.071489778,2016,,,,
8,BFA,Hauts-Bassins,96.8508939351,28.3750078693,0.04218881332,122370.064575,122217.230835,2129704.78125,30629.8486328,403.616635996,2016,,,,
9,BFA,Nord,74.5179462732,29.3831063189,0.0107765275763,78994.2802734,78891.5449219,1459159.125,19763.9707031,403.095531117,2016,,,,
10,BFA,Plateau Central,75.3464066727,28.9678441889,0.0109578219828,41304.8790283,41203.770752,851071.8125,10351.0195312,403.682706119,2016,,,,
11,BFA,Sahel,52.3446315283,30.1242369685,0.00559144813605,174510.927002,174345.167725,1311902.03125,43668.9382324,403.360137842,2016,,,,
12,BFA,Sud-Ouest,86.6121992981,28.3338726866,0.00473144372465,77838.2597046,77722.3005371,823267.5625,19488.7089844,404.668905196,2016,,,,
0,CIV,Bas-Sassandra,142.334775258,26.6489643722,0.0446981173681,132830.353516,132690.60498,2405468.67969,33163.3708496,402.945837512,2016,,,,
1,CIV,Denguele,116.684909523,26.8420802547,0.0373089602328,98775.8881164,98643.3402209,301101.40625,24727.109375,404.330187823,2016,,,,
2,CIV,District Autonome D'Abidjan,124.599373877,27.4650941578,4.24913512949,10088.9599609,10055.2207031,4947110.5,2476.86010742,403.45611665,2016,,,,
3,CIV,District Autonome De Yamoussoukro,85.1656804277,27.4820612866,0.971822600271,9782.2890625,9751.37988281,372187.40625,2441.89013672,402.265593167,2016,,,,
4,CIV,Goh-Djiboua,120.101224266,27.1367865731,0.112075433372,73843.7490234,73747.0512695,1698166.0,18456.4902344,401.921221546,2016,,,,
5,CIV,Lacs,88.7093584893,27.8464386023,0.0812333872583,123020.239785,122872.629795,1323229.91059,30703.3279591,402.644370451,2016,,,,
6,CIV,Montagnes,159.374159659,26.2286937774,0.0267870053984,144606.432617,144447.019287,2529383.39062,36177.1293945,403.615569251,2016,,,,
7,CIV,Sassandra-Marahoue,108.76409088,26.8879856313,0.0640567072754,112664.632812,112559.115234,2425992.5,28080.8203125,402.708300256,2016,,,,
8,CIV,Savanes,98.6226627678,27.671448076,0.0978931470054,190434.554688,190193.130493,1723545.78906,47668.8128662,403.664730922,2016,,,,
9,CIV,Valle Du Bandama,88.9845811099,27.2326975276,0.0881408714023,133814.413982,133653.794477,1496724.50143,33457.6300297,403.902674453,2016,,,,
10,CIV,Woroba,109.984870399,26.4801926873,0.0296804329895,146744.408997,146548.888611,897921.65625,36735.8574219,404.354331864,2016,,,,
11,CIV,Zanzan,81.8046497082,27.8602878282,0.0223638084779,180864.632812,180700.786743,976035.75,45257.0087891,404.851000892,2016,,,,
12,CIV,Lagunes,102.028071476,27.6114826784,0.0672998847376,96986.4418945,96829.5788574,1536416.75,24018.6601562,401.543215633,2016,,,,
13,CIV,Comoe,96.811084846,27.4404408279,0.132929984625,65952.927002,65814.2583008,1235342.5,16165.6796875,401.628644578,2016,,,,
0,GMB,Central River,68.3781407567,28.8180135617,0.0,14416.9804688,14374.4794922,236345.03125,3615.08984375,403.619784649,2016,,,,
1,GMB,Western Division,80.1262821543,26.3547619016,0.254038505709,9083.49023438,9038.51953125,898994.0,2226.75,402.37125863,2016,,,,
2,GMB,Greater Banjul Area,74.5416666667,26.0583333333,3.87777681042,410.130004883,404.270019531,317413.125,93.6499938965,401.534228668,2016,,,,
3,GMB,North Bank Division,74.6846302949,27.3007909573,0.000613086139204,10405.2597656,10375.2802734,233088.71875,2565.67993164,403.283087899,2016,,,,
4,GMB,Lower River,83.8203605193,27.496662835,0.00115972547536,7221.90966797,7176.07958984,82887.640625,1796.34997559,404.314548318,2016,,,,
5,GMB,Upper River,72.743174322,28.9158459418,0.000509302553117,9717.54003906,9687.109375,251293.46875,2436.98999023,404.340632396,2016,,,,
0,GHA,Western North Region,90.6059347373,27.3032177265,0.0484072080397,48415.5773726,48332.4696474,794957.8125,12124.8203125,401.028601861,2016,,,,
1,GHA,Ahafo Region,84.0570881798,27.4580852652,0.125875784868,23843.3386993,23783.2799072,533436.125,5976.45019531,401.787194246,2016,,,,
2,GHA,Bono East Region,102.592993135,28.4701406193,0.0327325384479,109476.660156,109328.411621,1042703.45312,26747.6083984,404.442397452,2016,,,,
3,GHA,Savannah Region,76.9755406499,28.8767266795,0.0127332389447,166309.196838,166096.151855,598708.200195,41258.7102051,403.835300216,2016,,,,
4,GHA,North East Region,74.7055874835,29.0056290285,0.0241588826415,44061.9291992,43937.3720703,587100.3125,11046.0195312,403.493314759,2016,,,,
5,GHA,Oti Region,104.960206965,27.8549917356,0.0273996421066,52202.6530762,52095.5998535,712601.125,11775.7607422,405.463111277,2016,,,,
6,GHA,Western Region,103.742738008,27.3023333487,0.22940211637,65198.90625,65104.1123047,1913181.375,16301.5595703,399.946453244,2016,,,,
7,GHA,Eastern Region,117.927303131,27.6286545562,0.169695573125,88038.8535156,87949.8291016,2990609.75,20454.9609375,401.978411732,2016,,,,
8,GHA,Northern Region,82.1352460559,28.7341059098,0.0698474312342,116424.214569,116227.612976,1832706.49219,29132.0406494,404.861868717,2016,,,,
9,GHA,Central Region,99.0354652399,27.4336060651,0.353798286173,47173.230957,47075.5493164,2640578.75,11817.0195312,400.747917446,2016,,,,
10,GHA,Ashanti Region,109.208365005,27.6179698226,0.304235606582,115828.571777,115677.171387,5860791.25,28953.5327148,400.99463001,2016,,,,
11,GHA,Bono Region,83.4394630066,27.8245290441,0.0958779798753,55077.0378418,54983.8604431,1072072.0,13791.9091797,402.873287891,2016,,,,
12,GHA,Volta Region,109.093004099,27.8493731188,0.246652158392,48727.7495117,48639.690918,1966728.0,11508.8994141,403.739701275,2016,,,,
13,GHA,Upper West Region,73.6500578675,28.7070753392,0.0446639620421,92748.0527344,92651.9287109,793552.4375,23210.0507812,403.838366713,2016,,,,
14,GHA,Upper East Region,69.7751036236,29.0358034284,0.101384597723,41412.2705078,41322.171875,1134181.625,10371.6289062,402.572876755,2016,,,,
15,GHA,Greater Accra Region,85.3415236002,27.7126455336,4.9124997802,15111.0205078,15063.4990234,4827141.5,3780.43017578,403.08274441,2016,,,,
0,SEN,Dakar,43.2,25.7666666667,7.33942990906,2652.9699707,2630.57006836,3180963.5,668.719970703,405.18878136,2016,,,,
1,SEN,Diourbel,44.8056810799,27.9722308849,0.197929986954,23559.25,23508.7402344,1616439.875,5902.10009766,399.157484403,2016,,,,
2,SEN,Fatick,58.4393124316,27.7427133007,0.0145004598613,34071.4199219,33989.96875,799655.0625,8382.390625,401.310807018,2016,,,,
3,SEN,Kaffrine,56.5803848588,28.8685406222,0.00361032267447,53347.9183044,53284.640686,612861.3125,13353.0400391,403.451249498,2016,,,,
4,SEN,Kaolack,60.5220613697,28.1262369557,0.0551806235054,25420.5816345,25364.441864,1036231.25,6355.0703125,401.392538763,2016,,,,
5,SEN,Kolda,88.3762719063,28.5746353419,0.00441934605894,65986.8543261,65894.0700353,725922.0,16520.1308594,404.201648274,2016,,,,
6,SEN,Louga,38.9871436008,28.5362518704,0.0102519931702,124546.620117,124438.386719,969284.898438,31153.949707,402.47705931,2016,,,,
7,SEN,Matam,51.0740162787,30.2986387618,0.00254736653014,139906.9021,139774.453003,625637.84375,35009.3481445,403.76622124,2016,,,,
8,SEN,Saint Louis,25.2300475014,29.1013174495,0.0175554685823,92489.4511719,92351.5200577,956595.5,23027.6015625,403.682419388,2016,,,,
9,SEN,Sedhiou,95.1013807402,27.773926371,0.00166950661289,35298.4012756,35246.5962219,494894.75,8650.66015625,404.363506798,2016,,,,
10,SEN,Tambacounda,67.3851576313,30.0002031108,0.00254559891804,205512.263611,205316.099548,753128.605469,51426.8796387,404.133589192,2016,,,,
11,SEN,Thies,47.042849387,26.6809214956,0.261631960648,31942.222168,31870.5822144,1913949.0,8000.5,402.26285203,2016,,,,
